,upc,url,sku,name,modelNumber,manufacturer,salePrice,shippingCost,dollarSavings,percentSavings,bestSellingRank,customerReviewCount,customerReviewAverage,color,inStoreAvailabilityText,onlineAvailabilityText,description,shortDescription,longDescription,Details: Temperature Control Type,Details: Refrigerator Capacity,Details: Number Of Doors,Details: Freezer Compartment,Details: ENERGY STAR Certified,Details: Humidity-Controlled Crisper,Details: Refrigerator Type,Details: Thru-The-Door Dispenser,Details: Freezer Capacity,Details: Height To Top Of Refrigerator,Details: Water Filtration,Details: Ice Maker,Details: pricematch
27,883049282565,http://www.bestbuy.com/site/whirlpool-25-0-cu-ft-french-door-refrigerator-with-thru-the-door-ice-and-water-monochromatic-stainless-steel/8827231.p?id=1218909521143&skuId=8827231&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,8827231,Whirlpool - 25.0 Cu. Ft. French Door Refrigerator with Thru-the-Door Ice and Water - Monochromatic Stainless Steel,WRX735SDBM,Whirlpool,1799.99,2.99,400.0,18.18,9134.0,261.0,4.6,Monochromatic Stainless Steel,Store Pickup:,Delivery: Most Areas,,Tap Touch controls; Accu-Chill temperature management system; adjustable gallon-size door bins; external refrigerated drawer; icemaker; adaptive defrost,"Whirlpool 25.0 Cu. Ft. French Door Refrigerator: With 4 shelves, an external refrigerated drawer and adjustable gallon-size door bins, this Whirlpool refrigerator makes it easy to organize your groceries, so you can keep plenty of food fresh. Easily access filtered water and ice for your beverages thanks to the thru-the-door ice and water dispenser and PUR water filtration system.",Digital,Yes,yes,Yes,No,No,French Door,Ice Water,6.6 cubic feet,68.63 inches,Yes,,
28,036725590137,http://www.bestbuy.com/site/samsung-25-5-cu-ft-french-door-refrigerator-stainless-steel/4980433.p?id=1218588867625&skuId=4980433&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,4980433,Samsung - 25.5 Cu. Ft. French Door Refrigerator - Stainless Steel,RF261BEAESR,Samsung,1699.99,2.99,400.0,19.05,9718.0,610.0,4.4,Stainless Steel,Store Pickup:,Delivery: Most Areas,,"ENERGY STAR Certified
Twin Cooling Plus system; 5 spill-proof, tempered-glass shelves; 2 humidity-controlled crispers; Cool Select Pantry; 6 gallon-size door bins; freezer drawer with divider",Samsung 25.5 Cu. Ft. French Door Refrigerator with Internal Water Dispenser: Keep snacks and drinks within easy reach of kids with the counter-height pantry drawer and easy-open bottom-freezer. Fresh food stays fresh with advanced humidity-controlled cooling.,Digital,Yes,yes,Yes,Yes,Yes,French Door,Not Applicable,7.9 cubic feet,68.63 inches,Yes,,
29,883049339153,http://www.bestbuy.com/site/whirlpool-19-3-cu-ft-top-freezer-refrigerator-white/8982134.p?id=1219385146187&skuId=8982134&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,8982134,Whirlpool - 19.3 Cu. Ft. Top-Freezer Refrigerator - White,WRT519SZDW,Whirlpool,749.99,2.99,0.0,0.0,9979.0,116.0,4.5,White,Store Pickup:,Delivery: Most Areas,,Electronic temperature control; Flexi-Slide bin; frameless glass shelves; humidity-controlled crispers; fixed freezer shelf,"Whirlpool 19.3 Cu. Ft. Top-Freezer Refrigerator: Movable door bins, baskets, and shelves provide plenty of food storage space, as well as flexibility to fit gallon-size jugs, produce, or containers in more places.",Digital,Optional,yes,Yes,No,Yes,Top Freezer,Not Applicable,5.2 cubic feet,,No,,
30,887276073446,http://www.bestbuy.com/site/samsung-24-7-cu-ft-food-showcase-side-by-side-refrigerator-with-thru-the-door-ice-and-water-stainless-steel/1664007.p?id=1219507982963&skuId=1664007&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,1664007,Samsung - 24.7 Cu. Ft. Food ShowCase Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless Steel,RH25H5611SR,Samsung,1599.99,2.99,500.0,23.81,10046.0,14.0,4.1,Stainless Steel,Store Pickup:,Delivery: Most Areas,,"ENERGY STAR Certified
Digital controls; Twin Cooling temperature management system; 4 spill-proof glass shelves; 3 crisper drawers; automatic defrost; 4 glass freezer shelves; tower LED lighting","Samsung 24.7 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water: Organize your groceries easily with this Samsung refrigerator, which features a Food ShowCase door to keep frequently used items visible and within arm's reach.",Digital,Yes,yes,Yes,Yes,Yes,Side-by-Side,Ice Water|Crushed Ice|Cubed Ice,9.1 cubic feet,68.5 inches,Yes,,
31,012505636493,http://www.bestbuy.com/site/frigidaire-gallery-22-6-cu-ft-counter-depth-side-by-side-refrigerator-with-thru-the-door-ice-and-water-stainless-steel/8366146.p?id=1218873336815&skuId=8366146&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,8366146,Frigidaire - Gallery 22.6 Cu. Ft. Counter-Depth Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless Steel,FGHC2331PF,Frigidaire,1199.99,2.99,300.0,20.0,10442.0,152.0,4.1,Stainless Steel,Store Pickup:,Delivery: Most Areas,,"Express-Select controls; 3 SpillSafe glass shelves (2 sliding, 1 fixed); 2 humidity-controlled crispers; gallon-size door storage; deli drawer","Frigidaire Gallery 22.6 Cu. Ft. Counter-Depth Side-by-Side Refrigerator: Keep your fresh and frozen foods organized inside this Frigidaire Gallery refrigerator, which features 2 humidity-controlled crispers, 1 fixed and 2 sliding SpillSafe glass shelves, a SpaceSaver freezer shelf and more for flexible storage. Express-Select controls make it easy to adjust the temperature, so you can maintain freshness. You can even access filtered water and crushed or cubed ice through the door simply by pushing a button.",Digital,Yes,yes,Yes,Yes,Yes,Side-by-Side,Water,8.5 cubic feet,68.63 inches,Yes,,
32,887276983356,http://www.bestbuy.com/site/samsung-31-7-cu-ft-4-door-flex-french-door-refrigerator-with-convertible-zone-stainless-steel/8877326.p?id=1218928770743&skuId=8877326&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,8877326,Samsung - 31.7 Cu. Ft. 4-Door Flex French Door Refrigerator with Convertible Zone - Stainless Steel,RF32FMQDBSR,Samsung,2994.99,2.99,1005.0,25.13,10499.0,165.0,4.3,Stainless Steel,Store Pickup:,Delivery: Most Areas,,"ENERGY STAR Certified
Triple-cooling system; 6.1 cu. ft. convertible zone; 4 spill-proof tempered-glass shelves; 2 humidity-controlled crispers; EZ-Slide freezer shelf; 2 freezer drawers","Samsung 31.7 Cu. Ft. 4-Door Flex French Door Refrigerator: Properly chill a variety of grocery items with this Samsung refrigerator, which features a Triple-cooling system that's comprised of 2 compressors and 3 evaporators to maintain ideal temperatures. If something inside the fridge accidentally spills, you can easily clean it up thanks to the 4 spill-proof tempered-glass shelves. The thru-the-door ice and water dispenser lets you easily access filtered water and crushed or cubed ice.",Digital,Yes,yes,Yes,Yes,Yes,French Door,Water,6.165 cubic feet,71.75 inches,Yes,,
33,012505747090,http://www.bestbuy.com/site/frigidaire-8-bottle-wine-cooler-silver/9424679.p?id=1218102963979&skuId=9424679&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,9424679,Frigidaire - 8-Bottle Wine Cooler - Silver,FWC084HM,Frigidaire,99.99,,0.0,0.0,10526.0,162.0,4.4,Silver,Store Pickup:,Shipping: Usually leaves our warehouse in 1 business day,,Digital controls; sliding chrome shelves; dual-pane glass door,"Frigidaire 8-Bottle Wine Cooler: Keep a few of your favorite bottles of wine chilled inside this Frigidaire wine cooler, which features sliding chrome shelves for quick access to stored items. Simply select the appropriate temperature using the digital controls.",Digital,,,,No,,,,,,,,
34,067638903158,http://www.bestbuy.com/site/danby-38-bottle-wine-cellar-black/1991496.p?id=1218305993460&skuId=1991496&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,1991496,Danby - 38-Bottle Wine Cellar - Black,DWC113BLSDB,Danby,299.99,0.0,50.0,14.29,10607.0,54.0,3.9,Black,Store Pickup:,Shipping: Usually leaves our warehouse in 1 business day,,Digital temperature controls; electronic thermostat; holds 38 bottles; beechwood shelving; stainless-steel towel bar handle; reversible door swing; blue LED lighting; frost-free operation; dual temperature zones,"Danby 4.0 Cu. Ft. Frost-Free Wine Cooler Refrigerator: Add a touch of functional and refined style to your kitchen or dining room with this Danby wine rack refrigerator designed to cool up to 38 bottles at a time. Dual temperature zones make it easy to keep your red and white wines at different temperatures, so you can relax with a glass of your favorite wine, chilled to the right temperature, at any time.",Electronic,,,,No,,,,,,,,
35,048231786201,http://www.bestbuy.com/site/lg-door-in-door-29-9-cu-ft-4-door-french-door-refrigerator-with-thru-the-door-ice-and-water-stainless-steel/5258309.p?id=1219115991940&skuId=5258309&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,5258309,LG - Door-in-Door 29.9 Cu. Ft. 4-Door French Door Refrigerator with Thru-the-Door Ice and Water - Stainless Steel,LMXS30776S,LG,2994.99,2.99,1005.0,25.13,10740.0,148.0,4.7,Stainless Steel,Store Pickup:,Delivery: Most Areas,,Digital temperature controls; Smart Cooling Plus system; spill-proof glass shelves; CustomChill drawer; Glide N' Access shelf; Slim SpacePlus ice system,"LG 29.9 Cu. Ft. 4-Door French Door Refrigerator with Thru-the-Door Ice and Water: This LG refrigerator's door-in-door design makes it easy to grab drinks and snacks while keeping the interior cold and organized. With a nearly 30 cu. ft. capacity, there's plenty of space for everyone's favorite meals and snacks.",Digital,29.9 cubic feet,yes,Yes,Yes,Yes,French Door,Water,8.6 cubic feet,68.88 inches,Yes,,
36,012505638428,http://www.bestbuy.com/site/frigidaire-20-5-cu-ft-top-freezer-refrigerator-white/9001211.p?id=1219385147087&skuId=9001211&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,9001211,Frigidaire - 20.5 Cu. Ft. Top-Freezer Refrigerator - White,FFTR2131QP,Frigidaire,779.99,2.99,0.0,0.0,11064.0,57.0,4.0,White,Store Pickup:,Delivery: Most Areas,,Independent Ready-Select electronic temperature controls; 2 SpillSafe full-width shelves; 2 Store-More humidity-controlled crisper drawers; gallon-size door bin; wire freezer shelf; 2 freezer door bins,"Frigidaire 20.5 Cu. Ft. Top-Freezer Refrigerator: Keep groceries chilled and contain accidental spills in this Frigidaire refrigerator. The humidity-controlled crisper drawers keep food fresh, and raised shelves keep spilled liquids from spreading.",Electronic,Optional,yes,Yes,No,Yes,Top Freezer,Not Applicable,5.1 cubic feet,68.625 inches,No,,
37,883049288956,http://www.bestbuy.com/site/whirlpool-24-8-cu-ft-french-door-refrigerator-stainless-steel/1609849.p?id=1219056779621&skuId=1609849&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,1609849,Whirlpool - 24.8 Cu. Ft. French Door Refrigerator - Stainless Steel,WRF535SMBM,Whirlpool,1529.99,2.99,170.0,10.0,11141.0,225.0,4.5,Stainless Steel,Store Pickup:,Delivery: Most Areas,,"ENERGY STAR Certified
Electric controls; Accu-Chill temperature management; FreshFlow produce preserver; adjustable gallon-size door bins; spill-proof glass shelves; temperature-controlled full-width pantry; icemaker",Whirlpool 25.2 Cu. Ft. French Door Refrigerator: There's a spot to keep all your groceries organized and accessible in this Whirlpool refrigerator. Temperature- and climate-controlled drawers keep foods fresh and ready to enjoy at any time.,Electronic,Yes,yes,Yes,Yes,No,French Door,Not Applicable,7.5 cubic feet,68.81 inches,No,,
38,012505639272,http://www.bestbuy.com/site/frigidaire-4-5-cu-ft-frost-free-compact-refrigerator-black/5316113.p?id=1219128145311&skuId=5316113&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,5316113,Frigidaire - 4.5 Cu. Ft. Frost-Free Compact Refrigerator - Black,FFPS45B3QM,Frigidaire,329.99,0.0,0.0,0.0,11344.0,58.0,4.4,Black,Store Pickup:,Shipping: Usually leaves our warehouse in 1 business day,,Mechanical dial controls; 2 glass shelves; Store-More crisper; 2 half-width door racks; hanging can rack; reversible door; interior lighting; Store-More full-width freezer compartment,"Frigidaire 4.5 Cu. Ft. Frost-Free Compact Refrigerator: Store more in a small space with this Frigidaire refrigerator that's loaded with organizational aids. It also features a frost-free freezer and produce-saving crisper drawer, helping to keep your food fresh longer.",Analog,No,yes,Yes,No,Yes,Compact,Not Applicable,1.4 cubic feet,43 inches,,,
39,887276023458,http://www.bestbuy.com/site/samsung-22-6-cu-ft-counter-depth-4-door-french-door-refrigerator-with-thru-the-door-ice-and-water-stainless-steel/8391062.p?id=1218874431179&skuId=8391062&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,8391062,Samsung - 22.6 Cu. Ft. Counter-Depth 4-Door French Door Refrigerator with Thru-the-Door Ice and Water - Stainless Steel,RF24FSEDBSR,Samsung,2799.99,2.99,900.0,24.32,11682.0,125.0,4.3,Stainless Steel,Store Pickup:,Delivery: Most Areas,,"Twin Cooling Plus System; FlexZone drawer; 2 humidity-controlled crispers; gallon-size door bins; 5 spill-proof, tempered-glass shelves","Samsung 22.6 Cu. Ft. 4-Door French Door Refrigerator: Store produce, meat, fish, beverages, deli meats and other items at the appropriate temperature for freshness with this Samsung refrigerator, which features a Twin Cooling Plus System, 2 humidity-controlled crispers and a FlexZone drawer with 4 temperature-controlled zones. The thru-the-door ice and water dispenser allows you to access filtered water and ice simply by pressing a button.",Digital,Yes,yes,Yes,Yes,Yes,French Door,Water,6.46 cubic feet,68.88 inches,Yes,,
40,048231786058,http://www.bestbuy.com/site/lg-23-6-cu-ft-french-door-refrigerator-stainless-steel/3044367.p?id=1219086449744&skuId=3044367&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,3044367,LG - 23.6 Cu. Ft. French Door Refrigerator - Stainless Steel,LFC24770ST,LG,1544.99,2.99,355.0,18.68,11915.0,135.0,4.5,Stainless Steel,Store Pickup:,Delivery: Most Areas,,Digital temperature control; Smart Cooling system; spill-proof glass shelves; humidity-controlled crisper drawer; gallon-size door storage; factory-installed icemaker,"LG 23.6 Cu. Ft. French Door Refrigerator: This LG refrigerator's highly adjustable shelves and door bins give you a ton of options to organize your groceries exactly how you want, for convenience and maximum space usage.",Digital,Yes,yes,Yes,Yes,Yes,French Door,Not Applicable,7.5 cubic feet,69.88 inches,No,,
41,887276956015,http://www.bestbuy.com/site/samsung-showcase-21-5-cu-ft-counter-depth-side-by-side-refrigerator-with-thru-the-door-ice-and-water-stainless-steel/3928066.p?id=1219094699899&skuId=3928066&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,3928066,Samsung - Showcase 21.5 Cu. Ft. Counter-Depth Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless-Steel,RH22H9010SR,Samsung,2294.99,2.99,705.0,23.5,11943.0,217.0,4.6,Stainless-Steel,Store Pickup:,Delivery: Most Areas,,"ENERGY STAR Certified
Digital temperature control; metal cooling temperature management system; 4 shelves; 3 crispers; gallon-size door bins; Food ShowCase door; ice case","Samsung 21.5 Cu. Ft. Food Showcase Counter-Depth Side-by-Side Refrigerator with Thru-the-Door Ice and Water: With the Showcase door, it's easy to view items in your door bins then quickly grab and go, saving you time and making organization easy. Form and function come together in this slim and modern counter-depth refrigerator.",Digital,Yes,yes,Yes,No,Yes,Side-by-Side,Water,7.2 cubic feet,68.66 inches,Yes,,
42,887276113340,http://www.bestbuy.com/site/samsung-22-5-cu-ft-4-door-flex-french-door-refrigerator-with-convertible-zone-black-stainless-steel/4203900.p?id=1219706547185&skuId=4203900&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,4203900,Samsung - 22.5 Cu. Ft. 4-Door Flex French Door Refrigerator with Convertible Zone - Black Stainless Steel,RF23J9011SG,Samsung,3094.99,2.99,1105.0,26.31,11953.0,,,Black Stainless Steel,Store Pickup:,Delivery: Most Areas,,Digital controls; Triple Cooling system; tempered-glass spill-safe shelves; flip-up shelf; 2 crispers; gallon door storage; Cool Select Plus; Ice Master icemaker,"Samsung refrigerator: Organize your groceries your way with this 4-door Flex French door refrigerator, which features a Cool Select Plus area that can be used as extra refrigerator or freezer space. Gallon door storage keeps your family's favorite drinks handy.",Digital,Yes,yes,Yes,Yes,Yes,French Door,Crushed Ice|Cubed Ice|Ice Water,4.5 cubic feet,70.75 inches,Yes,,
43,036725570924,http://www.bestbuy.com/site/samsung-31-6-cu-ft-french-door-refrigerator-with-thru-the-door-ice-and-water-stainless-steel/4980451.p?id=1218587136311&skuId=4980451&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,4980451,Samsung - 31.6 Cu. Ft. French Door Refrigerator with Thru-the-Door Ice and Water - Stainless Steel,RF323TEDBSR,Samsung,2399.99,2.99,1000.0,29.41,12030.0,232.0,4.5,Stainless Steel,Store Pickup:,Delivery: Most Areas,,"ENERGY STAR Certified
Twin Cooling Plus system; 5 spill-proof tempered-glass shelves; 2 humidity-controlled crispers; Cool Select Pantry; 6 gallon-size door bins; LED lighting","Samsung Food Showcase 30.5 Cu. Ft. French Door Refrigerator with Thru-the-Door Ice and Water: This spacious refrigerator comfortably holds enough groceries for the whole family. The kid-friendly design puts their favorite drinks and snacks within easy reach, while the Showcase door panel provides quick access to door bins for better organization.",Digital,Yes,yes,Yes,Yes,Yes,French Door,Water,10 cubic feet,68.88 inches,Yes,,
44,887276966113,http://www.bestbuy.com/site/samsung-28-2-cu-ft-4-door-french-door-smart-refrigerator-with-thru-the-door-ice-and-water-stainless-steel/5124035.p?id=1219110267091&skuId=5124035&cmp=RMX&ky=2msKhkbvKrbhkKj0291rvaFVFiwnOy9Bc,5124035,Samsung - 28.2 Cu. Ft. 4-Door French Door Smart Refrigerator with Thru-the-Door Ice and Water - Stainless Steel,RF28HMELBSR,Samsung,2599.99,2.99,1000.0,27.78,12034.0,235.0,4.4,Stainless Steel,Store Pickup:,Delivery: Most Areas,,"Only at Best Buy
Digital controls; Twin Cooling Plus temperature management system; 5 spill-proof shelves; FlexZone drawer; auto pull-out upper freezer drawer","Only at Best Buy  Samsung 28.2 Cu. Ft. 4-Door French Door Smart Refrigerator with Thru-the-Door Ice and Water: Access the Internet, use apps and communicate with other Samsung smart devices on this smart refrigerator's LCD interface. It's also a great family appliance, with child-friendly drawer heights and easy-open doors.",Digital,Yes,yes,Yes,No,Yes,French Door,Water,8.4 cubic feet,68.88 inches,Yes,,
